MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.641087123,-2.138454788,0.15889877,-0.019280743,-1.517928011,-0.19312593,-0.437409301,0.547617383,-73.37252333
-1.023853447,1.512101711,0.471989289,-1.286560588,-0.141414312,0.951740107,1.721066278,-1.331896686,180.5514736
0.541582932,2.085029676,0.784367136,0.86817548,0.550679323,0.712804805,-2.289227264,0.176212706,45.06148053
0.07264859,0.581860011,-2.403811287,-1.262207057,0.749021105,0.735788972,2.75544038,-0.62109351,126.9682618
-0.622856988,-0.278883891,-1.812870793,0.74927829,-0.477700208,0.793703612,0.241041356,-0.000823207,-108.1978738
0.929801619,-2.084127357,0.039930217,0.320612292,0.482680186,-1.648710993,-0.300264919,1.52871311,-130.1604587
0.095442078,0.614846863,-0.41982649,-0.630866305,-1.823296666,1.862419122,-0.474530009,1.7636262,121.3870056
0.645587712,1.029413101,0.015182943,0.782629826,-2.320315598,-0.974806576,0.796701927,0.019381238,87.24927831
-2.042139624,-1.255920467,-0.684172452,-0.074181297,0.359857801,-0.634691749,1.608443471,0.498560544,-122.3658691
0.142148013,-0.852928322,0.605932094,1.553279188,-0.753777459,-0.313756945,1.108197896,-1.308121577,74.1923925
-2.102534933,-1.209865073,0.415215008,0.054152991,-0.243994098,1.000419404,1.572919904,-0.777777578,27.50177814
1.371721201,-0.541867638,0.689781094,0.408692247,-0.845250432,-0.129411451,0.131972229,1.562692051,109.097081
0.112988219,-1.744811853,1.766192288,1.523651105,1.009851671,0.569930254,-0.471192503,0.530335917,62.13258012
-0.421582311,-0.063303223,1.198368569,-0.750022682,0.120790233,0.014336422,-0.078588393,1.045056145,50.61549542
-0.334749439,-0.2653288,-0.86136537,-0.966834213,1.768991997,0.050555752,-1.460682098,1.314017007,-159.3894404
-0.302527945,0.309666682,-1.758960179,0.511898121,-0.659016612,1.019042013,1.327321642,-1.787649729,36.34579276
0.233595081,-0.629233763,-1.277084562,-0.265828366,-0.836194851,-1.083188447,2.914109216,2.116803055,78.71872153
-0.298983997,0.020029749,-0.202190335,-2.019926174,1.685064345,-0.937057676,0.740078366,1.414840136,-40.35518255
-1.964778724,-0.195086574,1.86340955,0.960493947,-2.274673375,0.897759854,0.437554519,-0.152504203,75.2269953
0.000950373,0.968097163,-1.204162796,-1.171152273,-0.802013432,0.24714958,0.035603729,0.238300493,-19.02094123
-1.124006594,-0.661864584,0.512743984,-2.014491,0.505465027,0.170767475,-0.777701295,1.123141712,-94.31300639
0.234027572,1.323178427,-0.36113446,-0.485560798,0.596490343,0.214484618,-0.225183168,2.600673739,56.38636101
-0.070019196,-0.338816258,-0.54907101,0.326818455,2.477248786,0.180101683,-0.07329207,-1.071142307,-46.62427712
-0.129381433,1.142658361,-0.443814072,0.262524662,1.246833308,0.941107578,-0.076143026,-0.992367216,56.21692992
1.57328744,1.579644451,-0.931188769,0.166878811,0.930395635,1.518889215,-0.481674216,-1.787699698,181.8776796
-0.324072184,0.648801816,1.585774568,1.370695989,1.405055586,1.055798238,1.203958965,-1.541033069,233.218266
0.166343093,-0.844999119,0.690173168,0.051108746,1.091362879,0.139835776,-0.356574007,1.098305016,7.262516009
-1.160639896,0.583357542,0.893412763,0.730144203,-0.794821894,0.583253128,0.617421407,0.043575218,101.3721504
-0.66924247,-1.005478805,0.669078728,0.656165007,1.034976219,0.143995543,-0.796859467,0.574339895,-65.18892424
-1.202425808,1.807448703,1.52969808,-2.553321112,1.096586977,0.043692035,2.405985406,0.601989331,228.5104307
0.848492829,1.976293024,-0.734811279,0.380843714,0.392295568,-0.083376533,-0.028709393,-0.282024123,70.07766935
1.382991308,-1.051101461,-0.042023854,-0.315989166,-1.549916429,-1.367849593,1.754184827,-1.709931724,50.39834777
0.126928924,0.410699927,0.083717993,0.215027785,0.641029666,-1.765278753,1.39491941,1.440482305,16.5238321
2.152576269,2.013187786,0.878382022,-1.021775452,0.714161012,0.599450529,-0.938287897,-0.858104788,247.0948214
0.570230404,0.2079644,-2.407410726,1.046500573,0.614075902,0.333639849,0.330123423,-1.16393952,-75.60116646
0.922180885,-0.821573304,-0.246331605,0.908012795,-0.896341109,0.244807248,0.709615219,-1.719688808,56.30647485
0.166865733,-2.134668805,0.367706205,-0.954109083,-0.355024807,1.462073076,0.26543667,0.184954973,41.87471116
0.433289443,-0.132727608,0.374741661,1.741236168,0.45211888,-0.335807339,0.0564124,1.169461184,27.31963524
-1.472480097,1.472406014,-0.506927574,0.825630185,-0.4316857,0.109125453,-0.859960696,-1.548894102,-147.8579159
0.894717613,0.371052026,0.237950869,-0.557911803,2.188491839,-1.121864197,-2.147017716,-0.065384716,-111.3337563
0.31926778,-0.0961449,-1.26129949,-0.369396373,0.298479916,-0.520121988,1.033106743,-1.690339691,-26.61872986
-1.104862793,-0.607875261,-0.548268795,-0.513196365,1.217959152,0.833333912,-0.539122703,0.220541427,-95.90369634
-0.456370791,1.036777845,0.708144055,0.925765426,-1.282794754,0.008495017,-0.107814987,-0.731601479,44.87490672
1.667224112,0.900398588,1.183493667,1.781798909,0.735621997,-1.178040867,0.451225319,1.523238622,181.8655008
0.737624918,-0.221375233,-0.75533685,-1.156970982,-0.099138923,-0.42063916,-0.638322594,-0.358337672,-94.50064105
1.28030673,0.102909334,0.482808381,-0.909481188,0.41804883,-0.424819755,0.007526889,-1.325543204,81.44600728
1.768692649,-1.414108516,2.196437974,1.129491215,0.463653829,0.550730189,0.941073603,-1.147756965,282.1635539
-0.827590221,0.4288165,0.176441555,-2.921350483,-1.072139012,-0.367027839,0.693105607,0.086143883,-5.322037164
-0.838902733,-1.816663332,-1.334170291,-0.439423137,-0.397600102,1.888715309,1.729539774,-0.848781335,49.92072428
-0.398527536,0.423465895,0.629439159,-1.596813011,-0.238155686,-0.655395882,-0.759203298,2.254888929,-36.83340877
-0.314485287,-0.347357227,-1.669553172,1.362323998,-0.251237983,-0.346099411,-0.357554143,-0.010081489,-187.0878615
0.577238338,-0.622038685,-0.04349473,1.616420189,0.400755026,-0.76490607,-1.437945923,1.624360615,-100.0340961
0.101211612,0.93928616,-0.209968906,-1.096983444,-0.776811529,1.086056523,1.59597524,-0.611380021,202.2233857
-0.890708714,1.115160943,-1.390598132,0.381728785,1.942841444,0.705477841,1.298883947,1.759095328,87.01494654
-0.511536381,-0.123737809,-0.26044343,-0.649869642,2.012171038,0.919787028,-0.272964733,1.012344649,-3.158721638
-0.200941511,0.04144692,1.785313846,1.536150724,-1.101492564,0.160778145,-1.34652505,2.085526972,53.53607633
-0.242408802,-0.707448658,0.079203218,0.15792137,-0.250374619,1.935283059,0.857711701,0.390043184,168.2411409
-1.199735989,1.94179727,-0.964838684,1.095626229,1.589611327,-1.364136726,1.711423985,1.303850317,-6.449731228
0.241062049,-0.397486034,-0.750781634,1.420266334,-1.50699923,1.209709957,-0.976322302,0.699362752,-39.3648631
-0.440044487,-0.252568151,1.632411304,-1.435862151,1.441273289,-1.430141378,-1.247783182,0.130740577,-118.6925918
0.80846351,-2.139227873,-1.963006658,0.930409273,2.856603663,0.129076438,0.033006097,-0.859064652,-166.9462006
-0.259275974,-0.752757497,-0.254020566,0.480529663,-0.699489505,0.599262825,0.810530763,1.564014018,59.93352935
-0.552495488,0.449563617,-1.214221603,1.963750295,0.785729317,-1.74204396,0.611365037,-0.107196956,-171.6090223
1.531572474,-0.256192772,0.809790156,-1.533310435,-0.822610087,2.029766443,-0.111510952,0.185756751,254.7414274
-0.352453732,0.526981391,0.94293862,1.16300097,-0.093903569,0.181253948,0.00756018,2.148296864,69.7587912
0.785800159,-0.452306319,-1.583902823,-0.047711356,-0.966976143,0.760414656,-2.423879327,0.425457562,-181.4965349
2.043671525,-1.635313455,-0.46405635,0.272393041,1.158073935,-0.342200429,0.126152211,1.034860923,74.20487957
-1.211633741,-0.409435344,-0.833030492,-0.155406809,1.341312311,-1.496366419,1.070516993,0.940380497,-172.5378737
-1.507612688,-1.883189612,1.93890217,0.943524899,-0.316181369,-0.545822965,0.32892824,0.659871652,-60.68317095
-0.223039222,-2.342642538,0.250892746,-0.596870423,0.352334291,-1.530665453,1.008632024,-1.926514148,-149.4322233
-0.066601016,0.849346128,-0.857331183,-1.048354327,-1.078045165,1.798657461,1.294694288,-0.788826329,177.4965061
0.079073858,-0.856107653,0.168722577,2.561297777,2.191770332,0.230180806,0.090083478,0.344609321,18.16891059
1.5583845,1.338583248,-0.500480684,-0.333217105,-1.31362265,-0.370541734,0.55072986,0.482070529,168.6019354
2.060971385,-0.260815856,-1.303410828,-0.093718677,-0.655492713,-0.808261602,-0.270899838,-1.204031371,-36.49463465
1.268999572,1.423754873,-2.010460479,0.173490148,0.450002189,0.876656716,-0.549877171,-1.22958152,30.10793203
1.937021313,-0.304160329,1.951254434,0.869127947,0.589664406,0.324704153,-1.452855609,-0.125082575,152.1103156
1.878847618,-3.448042914,-1.852292759,-0.920524132,-1.060942995,-1.44623257,-1.433599818,-1.295041413,-324.7111793
1.00116964,-0.08011645,-0.171867072,0.39337177,0.343246812,-0.069203161,-0.375861967,0.340494727,37.15358363
0.930533319,-0.567807842,0.2900879,-0.011900823,-0.57518645,0.043900533,0.512543628,-0.660841197,61.1274844
0.559138188,-0.73801844,0.839560646,0.472495563,0.244634421,-0.28749884,0.603908976,0.94549725,106.0991221
-0.151318705,-0.235838184,0.147855621,0.079566155,-0.314030082,1.274558015,-0.047058986,1.217386402,73.26443072
0.949201944,0.698404857,-0.340329738,-0.602402815,0.943570733,-0.117421656,1.841525709,0.61115141,193.3033335
-0.323276915,-1.40444251,0.124722934,-0.385450795,-0.886556848,-2.005972878,0.88755704,-1.468198993,-138.7045351
0.90042899,-0.015738382,0.523172765,1.171169663,-1.41434774,0.75051242,0.788279969,-1.746114633,175.2844531
-0.215738912,-1.544780367,1.782205409,-0.272937546,-1.186491908,0.314310923,0.099298683,0.580209078,104.39484
-2.133184428,1.330343507,0.33122276,-0.933471158,-0.575490213,0.506802595,1.887858988,2.099752548,110.5685242
-0.229012073,-1.226437765,-0.74597011,1.767544653,2.107557,-0.160270298,-0.096885929,-0.314439878,-151.9913098
0.209470084,-1.176962113,-0.566394591,0.784002779,-0.005954709,0.831616786,1.820543908,-0.98453405,104.7872301
-0.243972665,-0.538270301,0.868927608,-1.500401826,-0.041027561,0.193345917,-1.166275449,-1.690411299,-53.51862328
0.107444374,-0.580016333,0.850079332,1.28381686,0.323185482,0.417680752,-1.156415817,0.387371481,-12.16664974
-0.363181037,-0.047998069,0.906784879,0.802140879,0.117120534,0.628170642,0.61694814,-0.848332041,127.6030365
-0.013611212,-0.509172759,-0.646800623,-2.269446769,-0.893892541,-0.467114105,0.42400367,-0.185774848,-73.93701689
-0.87964736,2.187117502,-0.715780975,-1.314241616,0.643066723,0.137530482,1.466736232,1.024409552,112.0000973
1.069447388,0.171187144,-1.184951941,-0.247916026,0.18476865,1.604934502,-1.142942546,-0.004142585,18.22360446
-0.016481039,0.469774313,0.554075515,-1.083335401,0.696052181,-2.325966026,0.604596576,0.068695474,-84.14577318
-1.73021944,-1.267230309,-0.516289441,0.35445178,-0.316333538,-0.90395272,-0.083843984,-0.173400619,-255.9811956
1.693137492,0.837856778,-0.810314157,0.577368298,2.218646904,1.48847083,-1.36909186,1.415112727,135.606227
0.045477665,-0.575669532,-1.634149038,0.323603825,-0.222569184,-0.294933717,1.259036439,-0.274400789,-45.16533824
-0.689655505,-0.242666461,0.543256965,-1.31474886,0.253683554,-1.807589649,2.580291899,-0.053212436,59.1404871
0.407843945,-2.904986358,-0.430325077,-0.226701018,1.353748693,-0.152193607,0.954175772,2.46081247,-5.07349609
0.416659061,0.595323288,-0.297895345,0.10714533,0.190923732,0.618289303,-1.405859686,-0.38555898,-28.37281561
-0.236811875,0.582080745,0.05746555,-0.021834076,1.626721052,0.179281579,-0.154695339,-1.375855602,-7.562693385
-2.89526602,0.812075324,0.591037655,0.164994732,0.207844601,0.362812916,-0.421568079,-1.000605508,-131.0783325
-1.595614529,0.277687147,1.039017307,-0.821811648,1.323911852,-0.614641484,-0.443193279,0.939011512,-81.12183122
-0.062312959,0.57102004,-0.013303321,1.462425497,0.333105322,-0.233169084,-0.173858919,-0.26832153,-21.1811368
-0.453430357,-0.265909277,-1.388847583,0.452901432,0.400339893,0.889785825,0.572714989,-0.471261479,-47.13754243
-0.605319197,-0.149646719,-0.234534456,0.179141054,-0.358439378,-0.001503239,0.309112104,-0.4494771,-65.100002
-1.081927365,-0.959044677,-0.036878059,-0.859716685,0.724800678,-0.021342951,-0.724792319,1.081559381,-182.7745605
2.541004127,-1.581612069,0.071064105,0.162981017,-0.577345075,0.016025358,-0.217674336,-0.244551491,71.6054587
-0.903746331,0.871301573,2.887772543,-1.13291018,-0.880331791,-0.267566196,0.902145679,0.456044399,203.5556359
0.156436209,0.372932302,1.59103134,-0.265314937,-0.971669403,0.787406645,0.572380508,1.558311792,242.3899714
-1.182652631,0.420338366,1.829876269,-0.062965619,-1.503616894,0.794332137,0.804265741,0.653283441,138.0251541
-2.00046108,-0.987532927,-0.302852244,1.004692887,0.26410857,0.604493656,0.60604268,-2.982541912,-148.9508211
0.366487218,0.509633517,-2.387171988,0.154585387,-0.311640107,0.226645466,-0.477337592,0.337560211,-111.1045658
0.187451823,-0.406939735,-0.937808671,0.165260687,-1.019414791,1.647541453,0.621533308,-0.120923083,86.78631574
1.170198709,0.881407529,-0.916274101,0.554057771,0.079597862,1.355442801,0.721135363,0.134296497,188.9767648
0.611106095,-0.468348689,-1.075858562,0.063077675,-1.573008543,-0.41145651,0.821538817,-1.132882813,-25.97763517
-1.658839812,-0.696533887,-0.304312557,0.607867236,-0.357128983,0.917590763,-0.500738566,0.008874729,-104.6065454
-0.275473008,-1.575728836,0.170640094,0.850562342,0.289383811,1.500179099,-0.29187519,-0.333714019,15.57748684
0.092366561,-0.656929195,0.062252459,1.424089097,0.114033888,0.688969336,0.84036882,1.229381794,115.3099516
0.660133988,0.32937749,-0.907470692,-0.184126775,-0.170579456,0.237429434,-0.606662866,0.031009524,-12.1935874
0.583166819,0.287935398,-1.091482932,-0.168886792,1.190381614,-1.181025843,-0.115199234,0.658846749,-89.29818516
-0.135530282,-1.369312503,0.297916722,-0.635740835,-0.845397974,1.012161441,-1.014049053,0.674521074,-28.14480351
-1.339235349,-0.029128386,-0.967877145,-1.419420764,0.043356519,0.611314346,0.499981067,0.6345173,-61.13978047
-0.297114665,0.488349045,1.99682673,-0.373267366,0.096069137,-0.472130941,-1.34905162,1.672953846,-3.180992996
-0.442632948,-0.810034506,1.594326968,0.991033208,-3.026341818,-0.193166399,1.751494646,-0.567567826,146.9334689
-1.306097935,0.115116927,0.55887167,0.858286986,0.795011023,-1.08457184,-0.53227383,-0.780061778,-164.878788
0.090997053,-0.437187409,0.42061833,-1.232510001,-1.648555164,0.728346588,1.001520245,0.080072679,128.9337725
-0.021355288,1.152455659,0.080031089,0.658800925,-0.346622422,-0.332045636,0.181397737,1.215723919,15.59151898
0.449063435,0.239062207,0.674718439,-2.220664667,0.382008354,-1.530132488,0.097825771,-0.667672151,-13.13513573
-0.266104055,0.99977958,-0.539941915,0.707884514,-1.003325457,0.027264508,-0.212044312,-1.493252931,-35.01410301
-0.698473758,0.841081539,1.017065544,0.908222524,0.458600454,0.125558522,1.228728055,-0.081279548,139.828953
0.512622991,-0.877156527,-0.758393174,0.263179524,1.053547423,0.861225723,-0.31348275,0.247719221,6.019384433
-0.000235485,2.300449977,0.750741793,-0.799269725,0.837890095,-2.534336192,-1.44392653,0.631217378,-155.321343
-2.405015235,-1.902397757,-0.059243365,0.49206527,-1.732039686,-2.312952581,0.241925231,1.666840105,-340.3262768
-1.060849326,-1.172471792,0.201531941,-0.440343476,0.045202921,-1.156487579,0.147968482,-1.584050226,-185.084532
-0.863972475,0.57522785,1.812129094,0.91653857,0.5009401,-1.772237667,1.453048873,-0.20332571,46.34784248
-1.248581689,-1.209965029,-1.502801711,0.290580348,-0.679419561,-0.200134554,-0.114788822,0.206816362,-238.8124997
0.387724942,1.919421984,2.027790943,-0.249496144,-2.092410313,-0.149156772,-0.241141833,-1.283457451,155.4827808
0.916309107,-0.998705686,-0.313985603,1.156484055,-0.712231075,0.142026657,0.065944336,-0.129322452,38.97003291
0.921818874,-0.289524543,0.310115398,-1.37282794,-0.399761207,2.000530099,0.605689221,-0.76734304,247.0141954
1.23083994,0.457629138,1.395600606,-0.403475029,0.797369942,1.243255794,0.584034623,0.874104324,278.2887524
0.033023307,0.489178351,-0.029351702,-0.007480797,0.774022774,0.395307253,-1.179776749,1.346941244,-30.42222435
-2.279789823,-2.321403263,-1.099486882,-0.117296372,0.909423296,-0.279916043,-0.757588674,0.190892744,-350.0857959
2.392326681,0.131767492,-0.767911281,-0.398439595,0.197441085,1.240527155,-0.318243035,-0.919125189,145.5435903
-0.660340339,0.77091142,0.419764636,-0.852230929,0.303356695,0.093395826,-0.831341284,1.821292478,-26.23488196
-0.597377459,-0.106779759,-0.889540918,0.858573362,-1.492086257,0.996431943,-1.241516285,-0.103295593,-113.6871807
0.030607041,0.548061847,-0.804257622,-0.566418151,-0.451889191,0.254697542,1.882739883,0.788235632,127.1474707
-0.80609594,0.742706846,-0.330264999,1.033801821,0.407330144,0.703201711,0.67767287,-0.372316437,31.43077863
0.827328471,-0.419025106,-0.265788885,0.105352614,1.643254657,0.54537133,1.183050186,-0.623233565,132.7988077
0.945311771,-2.068375715,-0.442589293,2.044481557,-1.873005831,0.007727893,0.089395279,-0.552569346,-39.28529042
0.710514087,-1.36260028,0.591432599,0.524337286,1.851154062,-0.513649015,-0.93760778,0.299411938,-50.27190782
